Date,Plant,Production for the Day,Accumulative Production
2026-03-29,SUL,0,0.000
2026-03-29,KABAD,0,0.000
2026-03-29,AMG,0,490.000
2026-03-29,MUTLAA,0,579.000
2026-03-29,M.A (C),0,796.500
2026-03-29,M.A (G),0,829.000
