Date,Plant,Production for the Day,Accumulative Production
2026-01-29,SUL,0.000," ,"
2026-01-29,KABAD,152.000,440
2026-01-29,AMG,384.000,8241.5
2026-01-29,MUTLAA,483.500,9868.5
2026-01-29,M.A (C),523.000,8899.5
2026-01-29,M.A (G),464.000,7671.5
