Date,Plant,Production for the Day,Accumulative Production
2026-04-01,SUL,0,0
2026-04-01,KABAD,0,0
2026-04-01,AMG,6,6
2026-04-01,MUTLAA,0,0
2026-04-01,M.A (C),0,0
2026-04-01,M.A (G),0,0
